text,actual_content,actual_wording,predicted_content,predicted_wording
"Farmers tended the fields, raised animals, kept canals
 and reservoirs
 in good order, worked in the stone quarries,
 and built the royal monuments. Farmers paid taxes that could amount to as much as 60% of their yearly harvest—that’s a lot of hay! Social mobility was not impossible. A small number of peasants and farmers moved up the economic ladder. Families saved money to send their sons to village schools to learn trades. These schools were run by priests or by artisans.
 Boys who learned to read and write could become scribes, then go on to gain employment in the government. It was possible for a boy born on a farm to work his way up into the higher ranks of the government. Bureaucracy
 proved lucrative.",0.23087395876776204,0.0,0.9995800839759992,0.0004198849696315989
    After reading the article I learned about the Egyptian social structure and the different roles people had in the goverment.  These people are really big helps in acient egypt.,0.09635847535981748,0.3965511909163219,0.5872056206354541,0.412794353612911
"One element of a perfect tragery in Aristotle's opinion is a plot that is arranged ""...not on the simple but on the complex..."" In other words, Aristotle believes good trageries have complex plotlines. He also thinks they need to have actions that ""...excite pity and fear...the distinctive mark of tragin imitation."" Aristotle believes good trageries incite negative emotions which cause the events of the plot. Finally, Aristitle believes the perfect tragedy should have a downfall caused by ""...some error of judgement or fraility."" The character should not be neither good nor evil, and should somply have made a mistake.",0.521601178112794,0.47694251808061516,0.00012382599628271075,0.999876141165129
"The pharaohs were at the top of the pyramid meaning that they were seen as superiod among the others, the middle section of the pyramid belonged to people like priests and slaves were at ht ebottom of the pyramid, they were forced to work and given little to no freedom and they were poor.  According to the text ¨ A small number of peasants and farmers moved up the economic ladder.¨ THis means that it was hard to change your financial status ",0.27292659118639423,0.32588805608418087,0.5465988768445315,0.4534011269173676
"Ancient Egypt was composed of several social classes, ranging from lives lived in slavery to positions of absolute power. The following text explores the social structure and government of this ancient civilization. As you read, take notes on this social structure of ancient Egypt; draw a diagram of what it was like based on your reading of the text.",0.016788127078335935,0.05546071208544137,0.9993240812331909,0.0006759256912347802
"How the different social classes were involved in the Egyptian government is that the upper classes are held up by the farmers and slaves, the middle class helps the upper part a little less than the bottom. In the article ""EGYPTIAN SOCIAL STRUCTURE"" it explains ""Farmers paid taxes that could amount to as much as 60% of their yearly harvest"" (USHistory.org 12). It also says ""Skilled workers such as physicians and craftsmen/women made up the middle class"" (USHistory.org 12). This shows that the the upper part of the government just lives off of the farmers and everything else. If they stoped working it would all crumble. In addition the middle class gives the upper class materials for them so they can work. In conclusion, this is how the the different social classes were apart of the government.",0.45078534257195063,0.387550109061038,0.027214061874986217,0.9727859251533983
"It should have a character that people can relate to, it should have the characters downfall be of some kind of error or frailty, and provoke fear and pity in the reader.",0.0687890486035429,0.04818847742265733,0.9998993870477626,0.00010062144509170093
At the bottom of the ancient egyptian goverment were slaves and farmers. At the middle were physcians and craftmen/ women. And at the top were preist nobles. And at the tippity top were the pharoas.,0.142711550502505,0.15218375210349142,0.9988953436944202,0.0011046666612179541
"In paragraph 3, sentance 3 it states that ""There was never the least attention paid to what was cut up for sausage; there would come all the way back from Europe old sausage that had been rejected, and that was moldy and white – it would be dosed with borax and glycerin, and dumped into the hoppers, and made over again for home consumption."" saying that if a pack of meat wasnt perfect then the factory would clean the meat of chemicals so they could send it back or sell it tothe people of the United States.",0.42534134672271584,0.3543910117987124,0.014652412039430365,0.9853475832815184
They would pickle various types of meats because it would be hard to tell if it was bad due to it already smelling bad than just to pickle it.,0.10400184305041385,0.1320556784283214,0.9993945341416889,0.0006054657400892149
"The thing about egypt is every person has a job at bottom are slaves who build ,middle are craftsman that make important things,and at the top are goverment and the pharoh who controlled the country.",0.2034013912045307,0.36882083487360107,0.4746190118236637,0.5253809914261629
"The person with the most power was the pharoah.  They were the sepream ruler of egypt. Of coarce they couln't do all that work  on their own so they had vizers to help them with their duities. Nobels and preasts were the second most powerful in the social structure.  The preasts had the duity of pleasing the gods. Next on the pyrimid were solders. these people were peasants and sometimes farmers that were elegable to fight. ANd finnaly, at the bottom of the social structure were slaves, peasants and farmers.  Slaves were solgiers that were captured in battle and farmers provided food and livestock for the rest of the kingdom.",0.6668979611986798,0.5198934763264089,1.2412081909864848e-06,0.9999988079034178
"A tragedy should feature a character who can be seen as either good or evil. By the end of their story, the protagonist would have to have committed a terrible mistake and pay the price for it at the end.  A tragedy should also give fortune to the character, but then slowly introduces the factors that will bring them down. Finally, in order to write a tragedy, you have to make sure that the audience can determine that it's a tragedy, and not something like a comedy. Avoid writting similar to the Odyssey.",0.4243270608657177,0.5553809778666755,0.0027929080269999715,0.9972070965228337
"The Thrid Wave movement in the school has more students join over a period of time and it bcame bigger movement than before. The students that were apart of the experiment in the begining began spreading the word by slauting each other in the hallway and other student bcame curious about what was happening. Students joined the movement to see what was happening and after they joned they became more involved. The experiment ended because Jones felt the experiment was out of his control and was becoming too much for him. ""By the fourth day of the experiment, the students became increasingly involved in the project and their discipline and loyalty to the project was so outstanding that Jones felt it was slipping out of control""",0.5540277084625098,0.6943970227093881,1.7034045218358165e-05,0.9999829530188771
"In the second paragraph Aritole explained, ""A perfect tradegy, as we have seen, be arranged not on the simple but on the complex plan. It should, moreover, imitate actions which exile pity and fear, this being the distinctive mark of tragic imitation.""",0.016788127078335935,0.05546071208544137,0.9997044196503874,0.00029554717154156444
Aristotle explains that an ideal tragedy should end dramaticly and not happily.He shows that not ending with a bang does not please the audience. He also explains how the plot should begin with one issue rather than two. Lastly he explains that tragic effect wins.,0.33892937569277887,0.3610636893760545,0.2810687490729806,0.7189312826023238
"The various ways the factory would use or cover up spoiled meat, the meat factory workers would prepare rotten and diseased meat with better meats. Also, the unpleasent pork fat and beef scraps will be packed or canned like chiken. Many of these meats be chopped up to make sausages.",0.23188645984806544,0.3887940454187753,0.5137830207159428,0.4862169828125007
"The Egyptians made statues and sculptures of the gods to make them happy and worshiped them. ""Working with the vizier were scribes who kept government records. These high-level employees had mastered a rare skill in ancient Egypt they could read and write.""",0.02192158037375702,0.2578676570975102,0.9094304019325041,0.0905696416636346
"At the bottom of the social structure were slaves and farmers. The top had  Pharoahs and the government officials were the nobles and the priests. In the middle were the soldiers, scribes and merchants.",0.3174636355299417,0.199242939419092,0.7228684180121913,0.2771315870037078
An ideal tragedy should have a plot that issues an opposite catasrophe for the good and the bad parts. A tragedy should also invlove deep personal relationship to something or someone. The third element of tragedy should imitate actions of pitty and fear.  ,0.26242164121043526,0.21970106079902796,0.7336086122442332,0.2663913928480726
"The industry would cover up the smell of spoiled meat with a strong pickle smell (Pargraph 2). Some spoiled meat would also be sold as ""Number Three Grade"" as stated in paragraph 2. ",0.07974983879042047,0.10382223209446731,0.9999446867182011,5.531511017747379e-05
"The Third Wave developed and spead over such a short period of time due herd behavior. Jones told his students to salute to others outside the class and even instucted his students on how to initiate others. Since the sudents in the experiment were so obedient, they followed these orders. As a result, more students joined the movement, not neccessarily because they agreed with the idea, but because so many people were part of it (herd behavior). This lead to the ending of the experiment because it had gotten out of control. With students beginning to accept all ideas about this movement, I feel that this would lead the students to begin accepting ideas that were not socially acceptable (similar to the Nazis and Germany), and not even know that it was wrong.",0.4362457607221416,0.6872842564841357,1.3133308577282658e-05,0.9999868869375977
at the top of the structue were the pharaohs who were belive to be gods in human form they were to protect and feed their people,0.016788127078335935,0.05546071208544137,0.999999642371023,3.69668447949773e-07
"Aristotle believes trades should on a complex plan. It should imitate actions which excite pity or fear. And tragedy is alien to the spirit, and that should never be expressed . This is because a virtuous man should always express prosperity, and eventually allow it to become adversity.",0.15056567433126328,0.19321464111404446,0.9984433006673055,0.0015567363443080024
"One element of an ideal tragedy is having a complex plan, not simple. It should show pity and fear. Another characteristic is a well-constructed plot, there should be one problem, rather than multiple. Lastly,  the kind of tragedy that takes place,  and the twist ending. ",0.30650284534306366,0.14360918474728235,0.84705204048044,0.15294803992495065
"Different social classes were invloved in this government because things like taxes, were expected from everybody. For example, slaves, farmers, scribes, artisans, etc.. They all had to pay their taxes. It would not be fair if a social class didn't have to pay their taxes because the government/civilization needs it. ",0.21714844548856566,0.2908672859223031,0.7085020447663596,0.29149793034492094
"It should not be simple it should be complex , It should imitate actions which excite pity and fear , and error in judgment or by some weakness that he has .",0.0687890486035429,0.04818847742265733,0.9999473093307004,5.267013861015502e-05
" Characters should imitate actions that excite pity and fear.  A plot of this kind would, doubtless, satisfy the moral sense, but it would inspire neither pity nor fear. The change of fortune should be not from bad to good, but, reversely, from good to bad.",0.1207899701287489,0.04091624275987166,0.9999868869375048,1.3102054526339045e-05
"All of the ways that the factory would cover up or use spoiled meat is very unsanitary, unhealthy, and disgusting. The factory would use chemicals to cover up the smell of rotting meat, put the spoiled remains into other batches of meat, even if it didn't match the animal on the label, and ""plung[ed a] needle into the meat and work[ed] with his foot.""",0.28388738137327224,0.38152181075599045,0.3385992113204888,0.6614008207640932
"The structure of the ancient Egyptian system of government was built like a pyramid. The pharaoh was at the top, followed by the nobles, such as priests and goverment officials. The text states, ""Only nobles could hold government posts"" saying that nobles were involed in the goverment. The merchants provided goods to the public, making profit for the goverment. The text states, ""Farmers paid taxes that could amount to as much as 60% of their yearly harvest""  providing crops for the government.",0.41845745619197433,0.2974951413127933,0.1561554144792765,0.8438445865049667
in egyptian systems they always had people with the most power or less than.this goverment dosen't have a food chain its more spread so everyone gets fairness.,0.016788127078335935,0.05546071208544137,0.9999978542261373,2.1856509935123657e-06
The thrid wave is a sumbol of strengtht and is one of the central points of movement.thrid wave was a part of a nationwide movement by presidential candidate of the movement its publicly announce its existence on the television.,0.10529247860939406,0.2643808662373196,0.8880427585831603,0.1119572550584099
"One main element of an ideal tragedy is that of a single unified plot.  This means that the story follows the actions and resolution of the main character only, and focuses on the character's change of fortune froom good to bad. Another element most crucial to a tragedy is that the plot must incite both fear and pity for all who watch the play. If the play ends with a ""feel good"" moment, then it has failed as a tragedy, as it doesn't incite fear and pity. The purpose of tragedy is not to  satisfy some moral sense, but to inspire feelings appropriate to witnessing a tragedy, to experience a ""cleansing"" of watching someone else suffer.  Lastly, an ideal tragedy must have a protagonist that is not overly righteous or holy, but is not depraved; the character is somewhat middle of the road.  By having the character behave in this way it makes the story more realistic and true, making the character's journey that much more engaging for the audience.  When the audience sees a tragic event occur to a plausible character because of a mistake or slight misfortune, the feeling of tragedy is heightened because it seems more true.",0.9164729370369593,0.8816151191235917,0.0,0.9999999999999999
"They would rub meat with soda to take away the foul smell, put pickles inside of the ham to also hide the smell of the odor, the smell of spoiled ham was strong.",0.1207899701287489,0.04091624275987166,0.9999617336994454,3.830914375461249e-05
"The would use chemicals and science.  ""old sausage that had been rejected, and that was moldy and white – it would be dosed with borax and glycerin, and dumped into the hoppers, and made over again for home consumption""",0.1111198155008506,0.11760767589706139,0.9997474543373043,0.00025253180993413274
"The structure of the ancient Egyptian system of government is working with the vizier were scribes who kept government records. The pharaoh in status were powerful nobles and priests. These schools were run by priests or by artisans. Boys who learned to read and write could become scribes, then go on to gain employment in the government. Right below the pharaoh in status were powerful nobles and priests. Only nobles could hold government posts; Different social classes involved in this government are Social mobility was not impossible. A small number of peasants and farmers moved up the economic ladder. As well as social structure were slaves and farmers. ",0.3233896163911372,0.17986928595936047,0.6007822298900845,0.3992177742572807
"according to the text, the social structer was made like a perymid so the gods wee at the top and pharaohs are under.  Under the pharaohs, next are Viziers and scribes. after them, there are soldiers, workers, merchents, and craftmen. After them amd the last people at the base of the social structer are farmers and slaves. ",0.28388738137327224,0.38152181075599045,0.2821910484080997,0.7178089236703596
One way that the factory would use the spoiled meat is by mixing it in with the good meat. Another way is they would use chemicals to make the meat smell better to mask the spoiledness. they would even color the meat with gelatin to make it look better.,0.33892937569277887,0.3610636893760545,0.3409967857857021,0.6590032165135221
"Hero must go from prosperity to adversity(downfall/conflict), the downfall/conflict must happen to a good peron, not an evil one, and the downfall has to have meaning.",0.20720194115868584,0.034243565182529856,0.9989601341441136,0.0010398003089610365
"Elements of an ideal tragedy, as described by Aristotle, are that change of fortune should go from good to bad and not the other way around. Another element is that it would inspire neither pity nor fear but satisfy the moral sense. And finally, it is a story of complexity, not simplicity.",0.300675508451607,0.2903823750875412,0.49659897816640836,0.5034010550422006
Aristole belived that to have an ideal tragedy you need to have readers and watchers tp feel many emotions such as pity and fear. To have a perfect tragety you also need to have a carachter who is sucessful and reowned. Aristole belived that a story should have a sudden chnage like if things are going bad have them go good vise versa ,0.3557175027711135,0.2699242537076051,0.3824862472994696,0.6175137254925003
The reality of it was that those who worked in the factory didn't even make the attempt to cover up their disgusting ways. They were completely unsanitatry and stooped quite low.,0.15729340013460064,0.25710863157453473,0.8246812750729171,0.1753187753709111
"The structure of the ancient Egyptians system of government was a pyramid. At the top were the gods and the pharaohs. According to USHistory.org, ""their leaders, called pharaohs, were belived to be gods in human form."" The pharaohs had absoulte power and had many responsibilities. One of the most important responsibilty was protection. In paragraph 3, the athour states that ""the pharaoh directed the army in case of a foreign threat or an internal conflict."" After the gods and the pharaohs, vizers, sribes, nobles, and priests were below them on the social class. In the text it states that ""the vizier ensured that taxes were collected."" The sribes who help them, kept govenrment records. Nobles were the only ones allowed to hold government posts and the priests were responsible for pleasing the gods. Below them were the soilders and the skilled workers. In paragraph 9, the author states that ""..soldiers also suoervised the peasants, farmers, and slaves whi were involved in building structures.."" The skilled workers made and sold useful things and products. The skilled workers also consisted of physicians and craftmen/women. At last were the slaves and farmers. According to the text, ""in addition to being forced to work on building projects, slaves toiled at the discretion of the pharaoh or nobles."" They had to work very hard and in bad conditions. The farmers tended the fields, raised animals and kept canals in good condition. They had to pay almost 60% of their yearly harvest in taxes.  There were no one else below them. Even though it was difficult, social mobility wasn't impossible. Small amount of peasants and farmers moved up the economic ladder.  ",0.6916621818570435,0.22031419203330582,0.0005085884422519493,0.9994913323884554
"In Egyptian, the person that has the most power is the pharaoh. Pharaoh is a vizier that supervises. Right below Pharaoh is nobles and priests.  Nobles and priests have one of the highest statuses. Craftsmen and soldiers are next on the list. Last without lest is farmers and slaves.",0.28388738137327224,0.38152181075599045,0.4044030921277477,0.5955969106225555
"Three elements of an ideal tragedy as described by Aristotle are, the tragedy must excite pity and fear, it posesses no single tragic quality, and the downfall of the villian should not not be revealed. The tragedy must create an emotional spark on the audience, and have a good plot. The villain must live on, for it to be a true tragedy. ",0.27219043980807234,0.27040916454236696,0.5566869346367446,0.44331300959209285
"Famers worked for the pharaohs by selling about 60% of their crops and when they had a son, the son could be involved with the goverment seriously. Preists were responsible for pleasing the gods and Nobles held goverment posts.",0.2584433855240374,0.3483627134936649,0.4792366873741806,0.5207632861060821
"Aristotle begins to explain what in his eyes is the perfect tragedy. The complex structures and actions of a person played out into this conflict or a literal tragedy. He explains rules, villains should never have the main downfall because it won't bring emotion to the readers, but instead ""satisfy the moral sense"".",0.27219043980807234,0.27040916454236696,0.5079193956114579,0.4920806078752712
"Three ideal elements of a tragedy include making the audience feel pity and fear, the plot going from good to bad, and the ordinary man, one who is not a villain and one who is not a perfect hero. ",0.15215994683917922,0.05470168656246571,0.9998610015375489,0.00013894868170772126
"Three elements of an ideal tragedy, as described by Aristotle, is complexity, actions which excite pity and fear, and the change of fortune from prosperity to adversity.  ",0.12864409395750717,0.08194713177042451,0.999910115917077,8.99192859766022e-05
The egyptian system of government is different from social classes involved in this government because the government is important decisions that are made by state officals that are elected and social classes are based of social stas in your lifetime.,0.1238310429230488,0.027730356042721505,0.9988614285464208,0.0011385392008366284
 A perfect tragedy should have a complex plan with feelings of excite pity and fear.  A good plot should be something that goes from good to bad not bad to good.  The plot shouldn't give any moral sense it should show misfortune.,0.27801777669952904,0.12363597420210873,0.9475751086350827,0.05242487935289421
"If meats quickly became spoiled, the workers would dose the meats with borax and glycerin, and dumped into the hoppers, and made all over again for home-consumption.",0.0687890486035429,0.04818847742265733,0.9999992847420458,7.537412901574792e-07
"The plot of a tragedy should make the audience feel pity for the character as their conflict is something they don't deserve. The main character must have a good reputation and good character. There should only be one conflict, in which the person's fortune goes from good to bad.",0.28388738137327224,0.38152181075599045,0.43553120770593184,0.5644687654634055
"Aristotle was very clear about 3 elemts of an ideal tradgedy. First, he said that the conflict should occur to an average man, not good nor bad, and it would occur because of a simple mistake. This would make it surprising and more relateable. Then, Aristotle said tradgedies should not end on a good note, but a bad note. This would again be surprising and play with peoples emotions much more. It woud inspire ""neither pity nor fear"". Finally, Aistotle said that an ideal tradgedy would have one plot with one issue. This would keep focus and lead viewers/readers to become much more invested in the single conflcit.",0.5106403879259165,0.42130876340880635,0.009689883434444057,0.9903101025379463
It needs to have a neutral character that makes a mistake. It should have a well constructed plot. Last the audience should feel for the character at the end.,0.16312073702605734,0.11033544123427569,0.9996077406168986,0.00039228415024833164
"Three elements of an ideal tragedy are that it should be arranged on a complex plan, it should imitate actions that excite pity and fear, and that the change of fortune presented must not be the spectacle of a virtuous man going from prosperity to adversity.  ",0.2385719178691162,0.04802900898512397,0.9988653624651693,0.0011347128502060145
the various ways the factory would use or cover up the meathe cover it in pickle juice  coverd in cola injected other stuff into it and put rat po in it,0.0687890486035429,0.04818847742265733,0.9999938010977296,6.214028761745608e-06
the gods were in charge of the universe the pharohs were considered gods in human form and they had absolute power over all their subjects  next a chief minister then a scribe then nobles and preist next the soldiers then the craftsman and at the bottom were the farmers and slaves,0.19449071373648763,0.12412088503686977,0.9987878165819578,0.0012121707226104303
"3 elements of an ideal tragedy are to imitae actions which excite pity and fear, switch from good to bad, and have a tragic ending. ""It should, mmoreover, imitte actions which excite pity and fear"". ""should not be from bad to good, but, reversely, from good to bad"". These are why a tragedy needs to be the downfall of a man.",0.28971471826472894,0.23474862041573158,0.6761380528503973,0.32386192203064246
the class began to take the Third Wave to seriously and it was stopped because Mr Jones proved his point on why people follow a croud,0.0687890486035429,0.04818847742265733,0.9999036785954883,9.637612169813378e-05
"3 elements of an ideal tragedy is it should be a complexed plan, should excite pity or fear, and it should go from good to bad. An example is ""A perfect tragedy should, as we have seen, be arranged not on the simple but on the complex plan."" Another example is ¨The change of fortune should be not from bad to good, but, reversely, from good to bad."" These elements are used to make the perfect tragedy.",0.3174636355299417,0.199242939419092,0.6265637624574949,0.3734362716756973
Jones thought that his project was getting out of control because all of the students really liked to do it. So he decited toterminate the problem so he lied to the students and said that the theird Wave was part of a nationwide movment.,0.22884538705376573,0.40197993213592664,0.4287753877107075,0.5712246152129827
"An ideal tragedy should feature a man who is neither brought from prosperity to adversity nor passing from adversity to prosperity. A perfect tragedy should excite both pity and fear, and the change of fortune should be from good to bad due to asome great error or frailty.",0.3174636355299417,0.199242939419092,0.7486658650690848,0.25133416993275454
